CAFA_Id,Uniprot_Id
T96060004582,DHX8_HUMAN
T96060004583,DHX9_HUMAN
T96060004584,DHYS_HUMAN
T96060004585,DI3L1_HUMAN
T96060004586,DI3L2_HUMAN
T96060004587,DIAC_HUMAN
T96060004588,DIAP1_HUMAN
T96060004589,DIAP2_HUMAN
T96060004590,DIAP3_HUMAN
T96060004591,DICER_HUMAN
T96060004592,DIC_HUMAN
T96060004593,DIDO1_HUMAN
T96060004594,DIEXF_HUMAN
T96060004595,DIK1A_HUMAN
T96060004596,DIK1B_HUMAN
T96060004597,DIK1C_HUMAN
T96060004598,DIK2A_HUMAN
T96060004599,DIK2B_HUMAN
T96060004600,DIM1_HUMAN
T96060004601,DIP2A_HUMAN
T96060004602,DIP2B_HUMAN
T96060004603,DIP2C_HUMAN
T96060004604,DIRA1_HUMAN
T96060004605,DIRA2_HUMAN
T96060004606,DIRA3_HUMAN
T96060004607,DIRC1_HUMAN
T96060004608,DIRC2_HUMAN
T96060004609,DISC1_HUMAN
T96060004610,DISP1_HUMAN
T96060004611,DISP2_HUMAN
T96060004612,DISP3_HUMAN
T96060004613,DIXC1_HUMAN
T96060004614,DJB11_HUMAN
T96060004615,DJB12_HUMAN
T96060004616,DJB13_HUMAN
T96060004617,DJB14_HUMAN
T96060004618,DJC10_HUMAN
T96060004619,DJC11_HUMAN
T96060004620,DJC12_HUMAN
T96060004621,DJC13_HUMAN
T96060004622,DJC14_HUMAN
T96060004623,DJC15_HUMAN
T96060004624,DJC16_HUMAN
T96060004625,DJC17_HUMAN
T96060004626,DJC18_HUMAN
T96060004627,DJC21_HUMAN
T96060004628,DJC22_HUMAN
T96060004629,DJC24_HUMAN
T96060004630,DJC25_HUMAN
T96060004631,DJC27_HUMAN
T96060004632,DJC28_HUMAN
T96060004633,DJC30_HUMAN
T96060004634,DKC1_HUMAN
T96060004635,DKK1_HUMAN
T96060004636,DKK2_HUMAN
T96060004637,DKK3_HUMAN
T96060004638,DKK4_HUMAN
T96060004639,DKKL1_HUMAN
T96060004640,DLDH_HUMAN
T96060004641,DLEC1_HUMAN
T96060004642,DLG1_HUMAN
T96060004643,DLG2_HUMAN
T96060004644,DLG3_HUMAN
T96060004645,DLG4_HUMAN
T96060004646,DLG5_HUMAN
T96060004647,DLGP1_HUMAN
T96060004648,DLGP2_HUMAN
T96060004649,DLGP3_HUMAN
T96060004650,DLGP4_HUMAN
T96060004651,DLGP5_HUMAN
T96060004652,DLK1_HUMAN
T96060004653,DLK2_HUMAN
T96060004654,DLL1_HUMAN
T96060004655,DLL3_HUMAN
T96060004656,DLL4_HUMAN
T96060004657,DLP1_HUMAN
T96060004658,DLRB1_HUMAN
T96060004659,DLRB2_HUMAN
T96060004660,DLX1_HUMAN
T96060004661,DLX2_HUMAN
T96060004662,DLX3_HUMAN
T96060004663,DLX4_HUMAN
T96060004664,DLX5_HUMAN
T96060004665,DLX6_HUMAN
T96060004666,DMAC1_HUMAN
T96060004667,DMAC2_HUMAN
T96060004668,DMAP1_HUMAN
T96060004669,DMA_HUMAN
T96060004670,DMBT1_HUMAN
T96060004671,DMBX1_HUMAN
T96060004672,DMB_HUMAN
T96060004673,DMC1_HUMAN
T96060004674,DMD_HUMAN
T96060004675,DMKN_HUMAN
T96060004676,DMP1_HUMAN
T96060004677,DMP34_HUMAN
T96060004678,DMP46_HUMAN
T96060004679,DMPK_HUMAN
T96060004680,DMRT1_HUMAN
T96060004681,DMRT2_HUMAN
T96060004682,DMRT3_HUMAN
T96060004683,DMRTA_HUMAN
T96060004684,DMRTB_HUMAN
T96060004685,DMRTC_HUMAN
T96060004686,DMRTD_HUMAN
T96060004687,DMTA2_HUMAN
T96060004688,DMTF1_HUMAN
T96060004689,DMWD_HUMAN
T96060004690,DMXL1_HUMAN
T96060004691,DMXL2_HUMAN
T96060004692,DNA2_HUMAN
T96060004693,DNAI1_HUMAN
T96060004694,DNAI2_HUMAN
T96060004695,DNAL1_HUMAN
T96060004696,DNAL4_HUMAN
T96060004697,DNAS1_HUMAN
T96060004698,DND1_HUMAN
T96060004699,DNER_HUMAN
T96060004700,DNHD1_HUMAN
T96060004701,DNJ5B_HUMAN
T96060004702,DNJ5G_HUMAN
T96060004703,DNJA1_HUMAN
T96060004704,DNJA2_HUMAN
T96060004705,DNJA3_HUMAN
T96060004706,DNJA4_HUMAN
T96060004707,DNJB1_HUMAN
T96060004708,DNJB2_HUMAN
T96060004709,DNJB3_HUMAN
T96060004710,DNJB4_HUMAN
T96060004711,DNJB5_HUMAN
T96060004712,DNJB6_HUMAN
T96060004713,DNJB7_HUMAN
T96060004714,DNJB8_HUMAN
T96060004715,DNJB9_HUMAN
T96060004716,DNJC1_HUMAN
T96060004717,DNJC2_HUMAN
T96060004718,DNJC3_HUMAN
T96060004719,DNJC4_HUMAN
T96060004720,DNJC5_HUMAN
T96060004721,DNJC7_HUMAN
T96060004722,DNJC8_HUMAN
T96060004723,DNJC9_HUMAN
T96060004724,DNLI1_HUMAN
T96060004725,DNLI3_HUMAN
T96060004726,DNLI4_HUMAN
T96060004727,DNLZ_HUMAN
T96060004728,DNM1L_HUMAN
T96060004729,DNM3A_HUMAN
T96060004730,DNM3B_HUMAN
T96060004731,DNM3L_HUMAN
T96060004732,DNMBP_HUMAN
T96060004733,DNMT1_HUMAN
T96060004734,DNPEP_HUMAN
T96060004735,DNPH1_HUMAN
T96060004736,DNS2A_HUMAN
T96060004737,DNS2B_HUMAN
T96060004738,DNSL1_HUMAN
T96060004739,DNSL2_HUMAN
T96060004740,DNSL3_HUMAN
T96060004741,DOA_HUMAN
T96060004742,DOB_HUMAN
T96060004743,DOC10_HUMAN
T96060004744,DOC11_HUMAN
T96060004745,DOC2A_HUMAN
T96060004746,DOC2B_HUMAN
T96060004747,DOCK1_HUMAN
T96060004748,DOCK2_HUMAN
T96060004749,DOCK3_HUMAN
T96060004750,DOCK4_HUMAN
T96060004751,DOCK5_HUMAN
T96060004752,DOCK6_HUMAN
T96060004753,DOCK7_HUMAN
T96060004754,DOCK8_HUMAN
T96060004755,DOCK9_HUMAN
T96060004756,DOHH_HUMAN
T96060004757,DOK1_HUMAN
T96060004758,DOK2_HUMAN
T96060004759,DOK3_HUMAN
T96060004760,DOK4_HUMAN
T96060004761,DOK5_HUMAN
T96060004762,DOK6_HUMAN
T96060004763,DOK7_HUMAN
T96060004764,DOLK_HUMAN
T96060004765,DONS_HUMAN
T96060004766,DOP1_HUMAN
T96060004767,DOP2_HUMAN
T96060004768,DOPD_HUMAN
T96060004769,DOPO_HUMAN
T96060004770,DOPP1_HUMAN
T96060004771,DOT1L_HUMAN
T96060004772,DOXA1_HUMAN
T96060004773,DOXA2_HUMAN
T96060004774,DP13A_HUMAN
T96060004775,DP13B_HUMAN
T96060004776,DP2NB_HUMAN
T96060004777,DPA1_HUMAN
T96060004778,DPB1_HUMAN
T96060004779,DPCA2_HUMAN
T96060004780,DPCD_HUMAN
T96060004781,DPEP1_HUMAN
T96060004782,DPEP2_HUMAN
T96060004783,DPEP3_HUMAN
T96060004784,DPF1_HUMAN
T96060004785,DPF3_HUMAN
T96060004786,DPH1_HUMAN
T96060004787,DPH2_HUMAN
T96060004788,DPH3B_HUMAN
T96060004789,DPH3_HUMAN
T96060004790,DPH5_HUMAN
T96060004791,DPH6_HUMAN
T96060004792,DPH7_HUMAN
T96060004793,DPM1_HUMAN
T96060004794,DPM2_HUMAN
T96060004795,DPM3_HUMAN
T96060004796,DPOA2_HUMAN
T96060004797,DPOD1_HUMAN
T96060004798,DPOD2_HUMAN
T96060004799,DPOD3_HUMAN
T96060004800,DPOD4_HUMAN
T96060004801,DPOE1_HUMAN
T96060004802,DPOE2_HUMAN
T96060004803,DPOE3_HUMAN
T96060004804,DPOE4_HUMAN
T96060004805,DPOG1_HUMAN
T96060004806,DPOG2_HUMAN
T96060004807,DPOLA_HUMAN
T96060004808,DPOLB_HUMAN
T96060004809,DPOLL_HUMAN
T96060004810,DPOLM_HUMAN
T96060004811,DPOLN_HUMAN
T96060004812,DPOLQ_HUMAN
T96060004813,DPP10_HUMAN
T96060004814,DPP2_HUMAN
T96060004815,DPP3_HUMAN
T96060004816,DPP4_HUMAN
T96060004817,DPP6_HUMAN
T96060004818,DPP8_HUMAN
T96060004819,DPP9_HUMAN
T96060004820,DPPA2_HUMAN
T96060004821,DPPA3_HUMAN
T96060004822,DPPA4_HUMAN
T96060004823,DPPA5_HUMAN
T96060004824,DPRX_HUMAN
T96060004825,DPS1_HUMAN
T96060004826,DPTOR_HUMAN
T96060004827,DPY30_HUMAN
T96060004828,DPYD_HUMAN
T96060004829,DPYL1_HUMAN
T96060004830,DPYL2_HUMAN
T96060004831,DPYL3_HUMAN
T96060004832,DPYL4_HUMAN
T96060004833,DPYL5_HUMAN
T96060004834,DPYS_HUMAN
T96060004835,DQA1_HUMAN
T96060004836,DQA2_HUMAN
T96060004837,DQB1_HUMAN
T96060004838,DQB2_HUMAN
T96060004839,DQX1_HUMAN
T96060004840,DR4L1_HUMAN
T96060004841,DR4L2_HUMAN
T96060004842,DR9C7_HUMAN
T96060004843,DRAM1_HUMAN
T96060004844,DRAM2_HUMAN
T96060004845,DRAXI_HUMAN
T96060004846,DRA_HUMAN
T96060004847,DRB3_HUMAN
T96060004848,DRB4_HUMAN
T96060004849,DRB5_HUMAN
T96060004850,DRC10_HUMAN
T96060004851,DRC11_HUMAN
T96060004852,DRC1_HUMAN
T96060004853,DRC2_HUMAN
T96060004854,DRC3_HUMAN
T96060004855,DRC4_HUMAN
T96060004856,DRC5_HUMAN
T96060004857,DRC6_HUMAN
T96060004858,DRC7_HUMAN
T96060004859,DRC8_HUMAN
T96060004860,DRC9_HUMAN
T96060004861,DRD1_HUMAN
T96060004862,DRD2_HUMAN
T96060004863,DRD3_HUMAN
T96060004864,DRD4_HUMAN
T96060004865,DRD5_HUMAN
T96060004866,DREB_HUMAN
T96060004867,DRG1_HUMAN
T96060004868,DRG2_HUMAN
T96060004869,DRGX_HUMAN
T96060004870,DRIC1_HUMAN
T96060004871,DRP2_HUMAN
T96060004872,DRS7B_HUMAN
T96060004873,DRS7C_HUMAN
T96060004874,DS13A_HUMAN
T96060004875,DS13B_HUMAN
T96060004876,DSA2D_HUMAN
T96060004877,DSC10_HUMAN
T96060004878,DSC1_HUMAN
T96060004879,DSC2_HUMAN
T96060004880,DSC3_HUMAN
T96060004881,DSCAM_HUMAN
T96060004882,DSCL1_HUMAN
T96060004883,DSCR4_HUMAN
T96060004884,DSCR6_HUMAN
T96060004885,DSCR8_HUMAN
T96060004886,DSCR9_HUMAN
T96060004887,DSEL_HUMAN
T96060004888,DSE_HUMAN
T96060004889,DSG1_HUMAN
T96060004890,DSG2_HUMAN
T96060004891,DSG3_HUMAN
T96060004892,DSG4_HUMAN
T96060004893,DSN1_HUMAN
T96060004894,DSPP_HUMAN
T96060004895,DSRAD_HUMAN
T96060004896,DT3UO_HUMAN
T96060004897,DTBP1_HUMAN
T96060004898,DTD1_HUMAN
T96060004899,DTD2_HUMAN
T96060004900,DTHD1_HUMAN
T96060004901,DTL_HUMAN
T96060004902,DTNA_HUMAN
T96060004903,DTNB_HUMAN
T96060004904,DTWD1_HUMAN
T96060004905,DTWD2_HUMAN
T96060004906,DTX1_HUMAN
T96060004907,DTX2_HUMAN
T96060004908,DTX3L_HUMAN
T96060004909,DTX3_HUMAN
T96060004910,DTX4_HUMAN
T96060004911,DU4L2_HUMAN
T96060004912,DU4L3_HUMAN
T96060004913,DU4L4_HUMAN
T96060004914,DU4L5_HUMAN
T96060004915,DU4L6_HUMAN
T96060004916,DU4L7_HUMAN
T96060004917,DUOX1_HUMAN
T96060004918,DUOX2_HUMAN
T96060004919,DUPD1_HUMAN
T96060004920,DUS10_HUMAN
T96060004921,DUS11_HUMAN
T96060004922,DUS12_HUMAN
T96060004923,DUS14_HUMAN
T96060004924,DUS15_HUMAN
T96060004925,DUS16_HUMAN
T96060004926,DUS18_HUMAN
T96060004927,DUS19_HUMAN
T96060004928,DUS1L_HUMAN
T96060004929,DUS1_HUMAN
T96060004930,DUS21_HUMAN
T96060004931,DUS22_HUMAN
T96060004932,DUS23_HUMAN
T96060004933,DUS26_HUMAN
T96060004934,DUS27_HUMAN
T96060004935,DUS28_HUMAN
T96060004936,DUS2L_HUMAN
T96060004937,DUS2_HUMAN
T96060004938,DUS3L_HUMAN
T96060004939,DUS3_HUMAN
T96060004940,DUS4L_HUMAN
T96060004941,DUS4_HUMAN
T96060004942,DUS5_HUMAN
T96060004943,DUS6_HUMAN
T96060004944,DUS7_HUMAN
T96060004945,DUS8_HUMAN
T96060004946,DUS9_HUMAN
T96060004947,DUSTY_HUMAN
T96060004948,DUTL_HUMAN
T96060004949,DUT_HUMAN
T96060004950,DUX1_HUMAN
T96060004951,DUX3_HUMAN
T96060004952,DUX4C_HUMAN
T96060004953,DUX4_HUMAN
T96060004954,DUX5_HUMAN
T96060004955,DUXA_HUMAN
T96060004956,DUXB_HUMAN
T96060004957,DVL1_HUMAN
T96060004958,DVL2_HUMAN
T96060004959,DVL3_HUMAN
T96060004960,DVLP1_HUMAN
T96060004961,DWORF_HUMAN
T96060004962,DX39A_HUMAN
T96060004963,DX39B_HUMAN
T96060004964,DXO_HUMAN
T96060004965,DYDC1_HUMAN
T96060004966,DYDC2_HUMAN
T96060004967,DYH10_HUMAN
T96060004968,DYH11_HUMAN
T96060004969,DYH12_HUMAN
T96060004970,DYH14_HUMAN
T96060004971,DYH17_HUMAN
T96060004972,DYH1_HUMAN
T96060004973,DYH2_HUMAN
T96060004974,DYH3_HUMAN
T96060004975,DYH5_HUMAN
T96060004976,DYH6_HUMAN
T96060004977,DYH7_HUMAN
T96060004978,DYH8_HUMAN
T96060004979,DYH9_HUMAN
T96060004980,DYHC1_HUMAN
T96060004981,DYHC2_HUMAN
T96060004982,DYL1_HUMAN
T96060004983,DYL2_HUMAN
T96060004984,DYLT1_HUMAN
T96060004985,DYLT3_HUMAN
T96060004986,DYM_HUMAN
T96060004987,DYN1_HUMAN
T96060004988,DYN2_HUMAN
T96060004989,DYN3_HUMAN
T96060004990,DYNAP_HUMAN
T96060004991,DYR1A_HUMAN
T96060004992,DYR1B_HUMAN
T96060004993,DYR2_HUMAN
T96060004994,DYRK2_HUMAN
T96060004995,DYRK3_HUMAN
T96060004996,DYRK4_HUMAN
T96060004997,DYR_HUMAN
T96060004998,DYSF_HUMAN
T96060004999,DYST_HUMAN
T96060005000,DYTN_HUMAN
T96060005001,DZAN1_HUMAN
T96060005002,DZI1L_HUMAN
T96060005003,DZIP1_HUMAN
T96060005004,DZIP3_HUMAN
T96060005005,E2AK1_HUMAN
T96060005006,E2AK2_HUMAN
T96060005007,E2AK3_HUMAN
T96060005008,E2AK4_HUMAN
T96060005009,E2F1_HUMAN
T96060005010,E2F2_HUMAN
T96060005011,E2F3_HUMAN
T96060005012,E2F4_HUMAN
T96060005013,E2F5_HUMAN
T96060005014,E2F6_HUMAN
T96060005015,E2F7_HUMAN
T96060005016,E2F8_HUMAN
T96060005017,E400N_HUMAN
T96060005018,E41L1_HUMAN
T96060005019,E41L2_HUMAN
T96060005020,E41L3_HUMAN
T96060005021,E41L5_HUMAN
T96060005022,E41LA_HUMAN
T96060005023,E41LB_HUMAN
T96060005024,E4F1_HUMAN
T96060005025,EAA1_HUMAN
T96060005026,EAA2_HUMAN
T96060005027,EAA3_HUMAN
T96060005028,EAA4_HUMAN
T96060005029,EAA5_HUMAN
T96060005030,EAF1_HUMAN
T96060005031,EAF2_HUMAN
T96060005032,EAF6_HUMAN
T96060005033,EAPP_HUMAN
T96060005034,EBLN1_HUMAN
T96060005035,EBLN2_HUMAN
T96060005036,EBP2_HUMAN
T96060005037,EBPL_HUMAN
T96060005038,EBP_HUMAN
T96060005039,ECD_HUMAN
T96060005040,ECE1_HUMAN
T96060005041,ECE2_HUMAN
T96060005042,ECEL1_HUMAN
T96060005043,ECH1_HUMAN
T96060005044,ECHA_HUMAN
T96060005045,ECHB_HUMAN
T96060005046,ECHD1_HUMAN
T96060005047,ECHD2_HUMAN
T96060005048,ECHD3_HUMAN
T96060005049,ECHM_HUMAN
T96060005050,ECHP_HUMAN
T96060005051,ECI1_HUMAN
T96060005052,ECI2_HUMAN
T96060005053,ECM1_HUMAN
T96060005054,ECM29_HUMAN
T96060005055,ECM2_HUMAN
T96060005056,ECP_HUMAN
T96060005057,ECSCR_HUMAN
T96060005058,ECSIT_HUMAN
T96060005059,ECT2L_HUMAN
T96060005060,ECT2_HUMAN
T96060005061,EDAD_HUMAN
T96060005062,EDAR_HUMAN
T96060005063,EDA_HUMAN
T96060005064,EDC3_HUMAN
T96060005065,EDC4_HUMAN
T96060005066,EDD13_HUMAN
T96060005067,EDEM1_HUMAN
T96060005068,EDEM2_HUMAN
T96060005069,EDEM3_HUMAN
T96060005070,EDF1_HUMAN
T96060005071,EDIL3_HUMAN
T96060005072,EDN1_HUMAN
T96060005073,EDN2_HUMAN
T96060005074,EDN3_HUMAN
T96060005075,EDNRA_HUMAN
T96060005076,EDNRB_HUMAN
T96060005077,EDRF1_HUMAN
T96060005078,EEA1_HUMAN
T96060005079,EED_HUMAN
T96060005080,EEPD1_HUMAN
T96060005081,EF1A1_HUMAN
T96060005082,EF1A2_HUMAN
T96060005083,EF1A3_HUMAN
T96060005084,EF1B_HUMAN
T96060005085,EF1DL_HUMAN
T96060005086,EF1D_HUMAN
T96060005087,EF1G_HUMAN
T96060005088,EF2KT_HUMAN
T96060005089,EF2K_HUMAN
T96060005090,EF2_HUMAN
T96060005091,EFC10_HUMAN
T96060005092,EFC11_HUMAN
T96060005093,EFC12_HUMAN
T96060005094,EFC13_HUMAN
T96060005095,EFC14_HUMAN
T96060005096,EFC1_HUMAN
T96060005097,EFC2_HUMAN
T96060005098,EFC4A_HUMAN
T96060005099,EFC4B_HUMAN
T96060005100,EFCB1_HUMAN
T96060005101,EFCB3_HUMAN
T96060005102,EFCB5_HUMAN
T96060005103,EFCB6_HUMAN
T96060005104,EFCB7_HUMAN
T96060005105,EFCB8_HUMAN
T96060005106,EFCB9_HUMAN
T96060005107,EFCC1_HUMAN
T96060005108,EFCE2_HUMAN
T96060005109,EFGM_HUMAN
T96060005110,EFHB_HUMAN
T96060005111,EFHC1_HUMAN
T96060005112,EFHC2_HUMAN
T96060005113,EFHD1_HUMAN
T96060005114,EFHD2_HUMAN
T96060005115,EFL1_HUMAN
T96060005116,EFMT1_HUMAN
T96060005117,EFMT2_HUMAN
T96060005118,EFMT3_HUMAN
T96060005119,EFMT4_HUMAN
T96060005120,EFNA1_HUMAN
T96060005121,EFNA2_HUMAN
T96060005122,EFNA3_HUMAN
T96060005123,EFNA4_HUMAN
T96060005124,EFNA5_HUMAN
T96060005125,EFNB1_HUMAN
T96060005126,EFNB2_HUMAN
T96060005127,EFNB3_HUMAN
T96060005128,EFNMT_HUMAN
T96060005129,EFR3A_HUMAN
T96060005130,EFR3B_HUMAN
T96060005131,EFS_HUMAN
T96060005132,EFTS_HUMAN
T96060005133,EFTU_HUMAN
T96060005134,EGFEM_HUMAN
T96060005135,EGFL6_HUMAN
T96060005136,EGFL7_HUMAN
T96060005137,EGFL8_HUMAN
T96060005138,EGFLA_HUMAN
T96060005139,EGFR_HUMAN
T96060005140,EGF_HUMAN
T96060005141,EGLN1_HUMAN
T96060005142,EGLN2_HUMAN
T96060005143,EGLN3_HUMAN
T96060005144,EGLN_HUMAN
T96060005145,EGR1_HUMAN
T96060005146,EGR2_HUMAN
T96060005147,EGR3_HUMAN
T96060005148,EGR4_HUMAN
T96060005149,EH1L1_HUMAN
T96060005150,EHBP1_HUMAN
T96060005151,EHD1_HUMAN
T96060005152,EHD2_HUMAN
T96060005153,EHD3_HUMAN
T96060005154,EHD4_HUMAN
T96060005155,EHF_HUMAN
T96060005156,EHMT1_HUMAN
T96060005157,EHMT2_HUMAN
T96060005158,EI24_HUMAN
T96060005159,EI2BA_HUMAN
T96060005160,EI2BB_HUMAN
T96060005161,EI2BD_HUMAN
T96060005162,EI2BE_HUMAN
T96060005163,EI2BG_HUMAN
T96060005164,EID1_HUMAN
T96060005165,EID2B_HUMAN
T96060005166,EID2_HUMAN
T96060005167,EID3_HUMAN
T96060005168,EIF1A_HUMAN
T96060005169,EIF1B_HUMAN
T96060005170,EIF1_HUMAN
T96060005171,EIF2A_HUMAN
T96060005172,EIF2D_HUMAN
T96060005173,EIF3A_HUMAN
T96060005174,EIF3B_HUMAN
T96060005175,EIF3C_HUMAN
T96060005176,EIF3D_HUMAN
T96060005177,EIF3E_HUMAN
T96060005178,EIF3F_HUMAN
T96060005179,EIF3G_HUMAN
T96060005180,EIF3H_HUMAN
T96060005181,EIF3I_HUMAN
T96060005182,EIF3J_HUMAN
T96060005183,EIF3K_HUMAN
T96060005184,EIF3L_HUMAN
T96060005185,EIF3M_HUMAN
T96060005186,EIFCL_HUMAN
T96060005187,EIPR1_HUMAN
T96060005188,EKI1_HUMAN
T96060005189,EKI2_HUMAN
T96060005190,ELAF_HUMAN
T96060005191,ELAV1_HUMAN
T96060005192,ELAV2_HUMAN
T96060005193,ELAV3_HUMAN
T96060005194,ELAV4_HUMAN
T96060005195,ELA_HUMAN
T96060005196,ELB3B_HUMAN
T96060005197,ELB3C_HUMAN
T96060005198,ELB3D_HUMAN
T96060005199,ELF1_HUMAN
T96060005200,ELF2_HUMAN
T96060005201,ELF3_HUMAN
T96060005202,ELF4_HUMAN
T96060005203,ELF5_HUMAN
T96060005204,ELFN1_HUMAN
T96060005205,ELK1_HUMAN
T96060005206,ELK3_HUMAN
T96060005207,ELK4_HUMAN
T96060005208,ELL2_HUMAN
T96060005209,ELL3_HUMAN
T96060005210,ELL_HUMAN
T96060005211,ELMD1_HUMAN
T96060005212,ELMD2_HUMAN
T96060005213,ELMD3_HUMAN
T96060005214,ELMO1_HUMAN
T96060005215,ELMO2_HUMAN
T96060005216,ELMO3_HUMAN
T96060005217,ELNE_HUMAN
T96060005218,ELN_HUMAN
T96060005219,ELOA1_HUMAN
T96060005220,ELOA2_HUMAN
T96060005221,ELOA3_HUMAN
T96060005222,ELOB_HUMAN
T96060005223,ELOC_HUMAN
T96060005224,ELOF1_HUMAN
T96060005225,ELOV1_HUMAN
T96060005226,ELOV2_HUMAN
T96060005227,ELOV3_HUMAN
T96060005228,ELOV4_HUMAN
T96060005229,ELOV5_HUMAN
T96060005230,ELOV6_HUMAN
T96060005231,ELOV7_HUMAN
T96060005232,ELP1_HUMAN
T96060005233,ELP2_HUMAN
T96060005234,ELP3_HUMAN
T96060005235,ELP4_HUMAN
T96060005236,ELP5_HUMAN
T96060005237,ELP6_HUMAN
T96060005238,ELYS_HUMAN
T96060005239,EM55_HUMAN
T96060005240,EMAL1_HUMAN
T96060005241,EMAL2_HUMAN
T96060005242,EMAL3_HUMAN
T96060005243,EMAL4_HUMAN
T96060005244,EMAL5_HUMAN
T96060005245,EMAL6_HUMAN
T96060005246,EMARD_HUMAN
T96060005247,EMB_HUMAN
T96060005248,EMC10_HUMAN
T96060005249,EMC1_HUMAN
T96060005250,EMC2_HUMAN
T96060005251,EMC3_HUMAN
T96060005252,EMC4_HUMAN
T96060005253,EMC6_HUMAN
T96060005254,EMC7_HUMAN
T96060005255,EMC8_HUMAN
T96060005256,EMC9_HUMAN
T96060005257,EMD_HUMAN
T96060005258,EME1_HUMAN
T96060005259,EME2_HUMAN
T96060005260,EMID1_HUMAN
T96060005261,EMIL1_HUMAN
T96060005262,EMIL2_HUMAN
T96060005263,EMIL3_HUMAN
T96060005264,EMP1_HUMAN
T96060005265,EMP2_HUMAN
T96060005266,EMP3_HUMAN
T96060005267,EMRE_HUMAN
T96060005268,EMSA1_HUMAN
T96060005269,EMSY_HUMAN
T96060005270,EMX1_HUMAN
T96060005271,EMX2_HUMAN
T96060005272,EN113_HUMAN
T96060005273,ENAH_HUMAN
T96060005274,ENAM_HUMAN
T96060005275,ENASE_HUMAN
T96060005276,ENC1_HUMAN
T96060005277,ENDD1_HUMAN
T96060005278,ENDOU_HUMAN
T96060005279,ENDOV_HUMAN
T96060005280,ENH1_HUMAN
T96060005281,ENH3_HUMAN
T96060005282,ENHO_HUMAN
T96060005283,ENK11_HUMAN
T96060005284,ENK13_HUMAN
T96060005285,ENK18_HUMAN
T96060005286,ENK19_HUMAN
T96060005287,ENK21_HUMAN
T96060005288,ENK24_HUMAN
T96060005289,ENK25_HUMAN
T96060005290,ENK5_HUMAN
T96060005291,ENK6_HUMAN
T96060005292,ENK7_HUMAN
T96060005293,ENK8_HUMAN
T96060005294,ENK9_HUMAN
T96060005295,ENKD1_HUMAN
T96060005296,ENKUR_HUMAN
T96060005297,ENL_HUMAN
T96060005298,ENO4_HUMAN
T96060005299,ENOA_HUMAN
T96060005300,ENOB_HUMAN
T96060005301,ENOF1_HUMAN
T96060005302,ENOG_HUMAN
T96060005303,ENOL_HUMAN
T96060005304,ENOPH_HUMAN
T96060005305,ENOX1_HUMAN
T96060005306,ENOX2_HUMAN
T96060005307,ENPLL_HUMAN
T96060005308,ENPL_HUMAN
T96060005309,ENPP1_HUMAN
T96060005310,ENPP2_HUMAN
T96060005311,ENPP3_HUMAN
T96060005312,ENPP4_HUMAN
T96060005313,ENPP5_HUMAN
T96060005314,ENPP6_HUMAN
T96060005315,ENPP7_HUMAN
T96060005316,ENR1_HUMAN
T96060005317,ENSA_HUMAN
T96060005318,ENTD1_HUMAN
T96060005319,ENTK_HUMAN
T96060005320,ENTP1_HUMAN
T96060005321,ENTP2_HUMAN
T96060005322,ENTP3_HUMAN
T96060005323,ENTP4_HUMAN
T96060005324,ENTP5_HUMAN
T96060005325,ENTP6_HUMAN
T96060005326,ENTP7_HUMAN
T96060005327,ENTP8_HUMAN
T96060005328,ENTR1_HUMAN
T96060005329,ENVT1_HUMAN
T96060005330,ENY2_HUMAN
T96060005331,EOGT_HUMAN
T96060005332,EOMES_HUMAN
T96060005333,EP15R_HUMAN
T96060005334,EP2A2_HUMAN
T96060005335,EP300_HUMAN
T96060005336,EP3A_HUMAN
T96060005337,EP3B_HUMAN
T96060005338,EP400_HUMAN
T96060005339,EPAB2_HUMAN
T96060005340,EPAG_HUMAN
T96060005341,EPAS1_HUMAN
T96060005342,EPB42_HUMAN
T96060005343,EPC1_HUMAN
T96060005344,EPC2_HUMAN
T96060005345,EPCAM_HUMAN
T96060005346,EPCR_HUMAN
T96060005347,EPDR1_HUMAN
T96060005348,EPG5_HUMAN
T96060005349,EPGN_HUMAN
T96060005350,EPHA1_HUMAN
T96060005351,EPHA2_HUMAN
T96060005352,EPHA3_HUMAN
T96060005353,EPHA4_HUMAN
T96060005354,EPHA5_HUMAN
T96060005355,EPHA6_HUMAN
T96060005356,EPHA7_HUMAN
T96060005357,EPHA8_HUMAN
T96060005358,EPHAA_HUMAN
T96060005359,EPHB1_HUMAN
T96060005360,EPHB2_HUMAN
T96060005361,EPHB3_HUMAN
T96060005362,EPHB4_HUMAN
T96060005363,EPHB6_HUMAN
T96060005364,EPHX3_HUMAN
T96060005365,EPHX4_HUMAN
T96060005366,EPIPL_HUMAN
T96060005367,EPM2A_HUMAN
T96060005368,EPMIP_HUMAN
T96060005369,EPN1_HUMAN
T96060005370,EPN2_HUMAN
T96060005371,EPN3_HUMAN
T96060005372,EPN4_HUMAN
T96060005373,EPOP_HUMAN
T96060005374,EPOR_HUMAN
T96060005375,EPO_HUMAN
T96060005376,EPPI_HUMAN
T96060005377,EPS15_HUMAN
T96060005378,EPS8_HUMAN
T96060005379,EPT1_HUMAN
T96060005380,EPYC_HUMAN
T96060005381,EQTN_HUMAN
T96060005382,ER6L2_HUMAN
T96060005383,ERAL1_HUMAN
